ID,TENANT_ID,PROPERTY_ID,RENT_MONTH,PENALTY_AMOUNT,CURRENT_RENT,RECEIVED_AMOUNT,PAYMENT_METHOD,CHEQUE_NUMBER,CHEQUE_DATE,BANK_NAME,BANK_BRANCH,ENTRY_CREATED_ON,ENTRY_UPDATED_ON,GROUP_PAYMENT_ID,PAYMENT_TYPE
E5407D08-D445-408A-A138-3D4E6D713200,80EE65F7-957C-4661-9806-D8F2AC915DAF,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-23,0,2955,2955,1,253986,06-05-23,ubi,,49:52.0,49:52.0,543E2A0F-6D74-43EC-81DE-4EFCF5FADD68,0
F8E78651-18BE-4BDA-959C-3D4F946FD5F3,395004F3-B9DF-4CDF-BEB0-A026A9156CC0,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-22,0,624,624,1,,20-06-22,,,37:15.1,37:15.1,F358AC69-A140-4A3B-906E-C4C75343130F,0
1F8072FE-9CA3-4C06-9596-3D61ACB5E283,508342FC-D097-4C4D-AE9F-8BAC975F836A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-24,0,5760,5760,1,,15-10-24,,,43:06.1,43:06.1,7DA42B59-519A-483C-9D86-B5BC04A071ED,0
CCB90D19-D108-4244-B0DD-3D6CD0A74DEA,AED485F6-8118-43FC-A103-85A1E30B9BF1,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-20,1444,2293,3737,1,46,15-01-21,hdfc bank,,51:40.0,51:40.0,781B4431-1973-4855-8E49-45FF8FE747A1,0
8FAF1D4C-4A5E-4BBB-A217-3D726B00F86D,2410DBC5-5E1C-47C0-8344-2CC879274C93,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-21,0,4176,4176,1,272342,06-06-21,SANGLI SAHAKARI BANK,,46:38.4,46:38.4,67EE9A0B-4D10-4E9E-A34B-7A61402BF72C,0
A762FBFE-47B9-4BBB-BD01-3D7D1F368523,48BF3F34-CC02-4388-8FBD-954D0B62AAF6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-21,0,3675,3675,1,,28-06-21,,,38:35.2,38:35.2,931283D7-C071-41D3-91A3-45CED8EF284F,0
192E9D06-8C05-44A4-B5AE-3D7EEF0C7DBE,28726F42-B86B-4320-93F9-BFD905826443,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-23,0,2983,2983,0,,01-10-23,,,38:29.4,38:29.4,EF7E97D4-119D-4914-9080-7F7AFA35DF40,0
B7B053EA-BB0C-4D19-8BD5-3D8017834BFA,BC6CA33C-8C5D-4F97-AFF5-DCA939FDD608,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-24,0,5000,5000,1,15079,26-03-24,HDFC,,50:34.6,50:34.6,022CAAE1-6636-4377-84CB-71B8594627DF,0
DF12F8D8-6FF8-44DD-A5FC-3D812C7E9A3E,6663FDED-4277-47E8-90C9-34A5294506AB,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-23,0,1055,1055,1,,26-09-23,,,58:59.6,58:59.6,6AA323C0-A3FC-4B3E-B710-4F2651C48E66,0
7771DDD6-7EC9-4846-97E0-3D81C1340B64,A0B8C11C-6732-4FDC-A018-F3DF359CA7E6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-25,0,1553,1553,1,,27-01-25,,,16:07.3,16:07.3,41069527-F65C-40F1-B22F-F19504FE6BE4,0
53A8F15B-478B-4129-B235-3D82AB5405BE,9C592506-ABAF-425A-B45F-8940141BE2BE,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-25,0,2035,2035,1,,15-03-25,,,24:25.6,24:25.6,27BA189B-9A46-465B-A722-ACCEEAE3657D,0
0521CA23-42CF-4C66-9351-3D898B9A93AE,9A34393C-47ED-4423-9E05-B2DC7D96278F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-20,0,992,992,0,,16-12-20,,,52:17.6,52:17.6,62BA4AC5-E5EC-4C03-A066-B4CDB3AF0867,0
826B760C-4E19-46E6-817C-3D89F853E4E5,D7208AB9-BF74-4539-84FA-FE7AFB7CD678,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-24,0,5875,5875,1,,18-11-24,,,37:18.6,37:18.6,99BA5F79-394F-4E50-AC7D-73066925EA56,0
E0C38368-15BE-4351-AC21-3D8BAC6270F2,0CA693AD-871B-401F-9EA4-DDC690B1B777,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-21,0,1698,1698,0,,28-06-21,,,22:14.3,22:14.3,A59C3726-ADA9-43D7-93F9-C75BB574992F,0
7289029B-EDFE-4C1D-BFF4-3D90534108A6,4D49369B-1ED2-4B55-8F1D-4395329DE2B8,AB23F556-57EC-4461-9A63-9975F3B67B50,01-08-20,0,3340,3340,1,0,28-09-20,NA,NA,51:43.2,51:43.2,E1FCB16C-0B09-4066-81FC-EB43EA495808,0
611D09F1-A8CD-41FA-9928-3D915771D501,E69204A2-DE94-4FE8-A91D-DF07D8702894,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-23,0,1924,1924,1,21523,15-12-23,BOB,,37:21.8,37:21.8,5D829A12-A270-4D39-B3E6-722F85FA8A63,0
5C318C7A-86D0-43A4-B51A-3D918C531E09,FA9903EF-5C22-494B-8C0F-3641B88C79DA,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-20,0,1249,1249,1,0,30-09-20,NA,NA,44:32.9,44:32.9,261F5DA8-CF12-43C6-AC87-6D930DB83BC3,0
BEC530D4-9ADB-44B0-B236-3D94BE5445D1,7C27BE5C-28C7-426B-93A3-0F2BBE9A1085,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-22,0,999,999,1,,24-06-22,,,53:36.7,53:36.7,97ED7660-31EB-4232-A415-F67CE91EB0EC,0
D68217B8-BE1E-438D-BA77-3D959352F964,66186A54-F966-4E93-9BCC-CE053E7E9841,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-24,0,3490,3490,1,291000,28-05-24,PNB,,27:59.5,27:59.5,19C26653-7048-478B-A4AC-EEE8A1CA5EF9,0
BAF6237E-DABA-408F-A5A7-3D9717D03AC4,75DD556C-7CC7-4A05-869A-CEF0A93710B7,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-21,0,1536,1536,1,,23-09-21,,,04:26.9,04:26.9,52418991-2923-4A4C-9A36-C12D06020F36,0
D3ABEE85-6F54-4357-924D-3D9774519BDC,4A840EE3-C3DF-4C80-8F1C-D039E84EC07F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-20,0,2626,2626,1,20900159173,27-07-20,HDFC,,19:05.8,19:05.8,6083E8C0-7BDC-4484-999C-523422B2AD60,0
B4689775-1ABC-47CD-8A28-3D9C48E7B77E,3C0157EC-87E0-430C-AF1A-24393016D2D8,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-20,0,9431,9431,1,IBKL200516774908,16-05-20,Mogaveera,,09:40.6,09:40.6,4EE20504-B326-4007-832E-C6F9F2047979,0
2479D854-DAEA-4976-858F-3D9C5F2097DB,47AA05FA-AAF8-4ECA-84FA-B0DD08071406,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-20,0,891,891,0,,29-09-21,,,57:49.3,57:49.3,585D0BD0-B9A9-4A9C-AC03-BFAA2BE79C10,0
3E2CC67A-8EC5-4D7B-A526-3DA107BDA149,80FCF1FF-F6E5-4780-A69B-56A154C62C06,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-24,0,2736,2736,1,344946,01-03-24,COSMOS,,34:46.9,34:46.9,CDC4A6B9-D4D0-47D7-95F4-6AA1655476DA,0
158F5C3A-A925-4471-A743-3DA4338AEAAE,8ECA7B45-8A68-4CC7-B35A-3C3DD1A956BC,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-23,0,2197,2197,1,,25-10-23,,,32:26.7,32:26.7,0738DEC9-95EF-4271-B6EE-D137E53BD6F3,0
46BAFAAD-74E4-4411-ACE7-3DB6BE70B8A2,89F76D8F-F18E-4335-A08F-97746DD4835D,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-20,0,3279,3279,1,82,22-07-20,BOM MERCHANTILE,,35:35.9,35:35.9,F2A39D7B-7A28-474B-86CA-9D0B80B5C8C6,0
05D027FC-610C-4F53-AA87-3DB6E4E34F10,014C6608-3CF6-4FCB-87C2-C894FBA5B2F3,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-22,0,1299,1299,0,,26-04-22,,,25:04.4,25:04.4,95DBD43D-7FC8-4902-A3C2-F3CF43564E06,0
E95A26A3-B5EE-4EE5-81CB-3DBB72A19B39,8BB19C30-5FFC-4D1E-9DF1-424E4D466D1D,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-23,0,2645,2645,1,,23-06-23,,,41:55.8,41:55.8,03A1C5DD-3504-4ADB-9417-19F432A809C5,0
510E51E1-C178-4796-B7A4-3DC204469D37,8ECA7B45-8A68-4CC7-B35A-3C3DD1A956BC,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-20,0,1818,1818,1,,23-02-21,,,04:09.4,04:09.4,2F89D971-3080-45A7-9FE6-ACFDB0BB0644,0
40895305-F01F-4B0C-9903-3DC332986A9E,14AE5195-02FD-4E0A-BE0D-F2A10F630FB8,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-21,0,7837,7837,1,,12-02-21,,,56:12.6,56:12.6,9F3FFEE7-478A-46C5-ADD7-873880911BFC,0
6F2BA7D7-55BB-49E1-9D6E-3DCD22736AA3,881EEC6B-BB54-4B6E-9B1D-A4C0154927A2,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-25,0,2415,2415,1,,25-03-25,,,47:36.0,47:36.0,CA5314CE-F507-43CB-834A-E38ED8755CE8,0
13CFD17A-EE5C-4B09-AE5E-3DCF70761A62,E0B4179E-1CB7-4D96-BEDD-C504A375ADD9,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-24,0,2551,2551,0,,29-06-24,,,14:44.9,14:44.9,3AC44E5F-D1ED-4733-B491-30D48FC6C23D,0
ECFBFBF6-534B-4EF0-ACE7-3DD15B305234,E6B13AA8-4DB9-41DE-BA50-1D379C6CE4AC,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-20,0,2666,2666,1,60897232,01-07-20,NA,,47:31.9,47:31.9,5E3997E2-E87E-4C06-907F-3495B4308DB3,0
E3367D93-3DFA-4D10-9101-3DD9D5E16BE1,A3BB5B6F-C550-4511-8B8D-9C0AFA18687F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-23,0,3936,3936,1,,12-07-23,,,08:07.1,08:07.1,87363C4B-D52F-4E2A-8893-38CB7F19EE3A,0
92EC38AC-420D-4B24-A113-3DDA44C2D858,AD19B994-506E-43D2-A7C1-CFF692A00680,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-22,0,885,885,1,63,14-01-22,BOB,,16:24.0,16:24.0,D6C3BA2F-97B3-4AD3-8CB7-8BFCEF7475C7,0
255054A5-315D-468B-AAA8-3DE49D481794,89F76D8F-F18E-4335-A08F-97746DD4835D,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-24,0,4349,4349,1,177,04-06-24,BOMBAY MERCHANTILE,,45:33.0,45:33.0,7345AE46-E74A-4CD2-B14D-D8600D27F238,0
C4EFB1D8-FF10-4CDC-BBB5-3DE64979F1A6,95C53034-F347-4906-8EFA-64834BA8A1A4,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-22,0,1918,1918,1,,23-12-22,,,18:11.0,18:11.0,441B8A7A-8750-42C9-B892-E3AB89216EA3,0
759A8231-CC48-4A9D-BB54-3DEA958D1379,062EE4F8-D6F2-4DF9-9145-31747C0EB31A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-22,0,1962,1962,1,12879,21-03-22,UBI,,08:27.8,08:27.8,878E49FD-D1E2-44AC-879B-E16B59D50418,0
DA683A25-6846-40C9-9464-3DEB62A7E344,DBF749E3-D9BD-413F-95E7-78AD4A73431F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-24,0,3406,3406,1,,17-06-24,,,10:23.5,10:23.5,5346E7C3-E095-4728-9E7D-0D0E69B84AB6,0
17409735-DA2C-4B4F-AD35-3DED41D21FE7,494A60B1-A05A-44C6-A741-1C52D29C350A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-24,0,2599,2599,1,,19-03-24,,,43:43.6,43:43.6,E91A5F43-9EAB-4874-9E32-3BDCB99A5C90,0
3189FCA3-50D6-4372-90E1-3DF4FA076BF3,93623CA9-B81D-494A-AC43-69E21DDE99F3,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-22,0,2100,2100,1,,23-11-22,,,38:29.0,38:29.0,7D74A8CC-1588-40FE-9BDA-03A9A7066892,0
1EC92F39-E69C-44F8-8755-3DF9C78BCD96,36428FE6-9D4F-4BF9-9A68-7222861D57BA,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-25,0,4111,4111,1,,10-03-25,,,00:27.3,00:27.3,48278BCB-D543-4BBB-99EF-3717F3D5A011,0
A442BDA1-A0A2-4A9D-9D22-3DFC204BA9D4,6299814E-03DE-4066-9CDD-321C25CD139C,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-22,0,3750,3750,1,651586,24-12-22,CANARA,,30:10.7,30:10.7,DAE3D3AC-2DD3-4784-ABE1-C5FE532EE442,0
8C286739-D7DB-46C0-9052-3E015FAFD8B1,E9445B99-3015-4B81-B196-866932ABA74F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-22,0,1239,1239,1,2910,17-10-22,HDFC,,33:38.9,33:38.9,DDAB9E9D-E5E5-4FCC-B929-50FE9C3F9EDA,0
2256A63F-DB43-4CF3-88E6-3E018A0B553E,4D49369B-1ED2-4B55-8F1D-4395329DE2B8,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-21,0,3484,3484,1,,07-12-21,,,52:37.2,52:37.2,4D777EB7-D4A1-4B26-A863-65D215D6C11C,0
A731CD20-68D8-4DE5-BE1A-3E0463AB11B7,5FF9AD90-8013-478C-8C43-ABD93E82CADE,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-21,0,2572,2572,1,,25-06-21,,,54:06.9,54:06.9,DD6170B7-5406-4462-AF18-EE46B1B11A01,0
73C2A3A0-9FCA-4C7F-8228-3E0465B6592E,129A6141-76DC-4DD0-9C42-B89BC152EC8B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-24,0,2561,2561,1,6665,05-02-24,,,33:49.7,33:49.7,CA0B73CA-7710-4472-9470-3E2F010C717F,0
D51F4E52-9BDD-4BC8-BB9F-3E0B68167659,65ED514E-6421-47A3-8E86-BF4D766E4853,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-25,0,3023,3023,1,,19-03-25,,,26:55.8,26:55.8,9FA1756C-0812-4D4D-A9EA-5C2D2F13DE0A,0
2E032D54-DA33-4C06-B88B-3E0E748027DA,AED485F6-8118-43FC-A103-85A1E30B9BF1,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-23,0,2729,2729,1,,15-07-23,,,03:32.7,03:32.7,DE74D93D-30F6-426B-BFAD-3581AFD85728,0
C702768C-A82D-49E9-B309-3E0EB3A8E829,66F689CB-AA94-4446-9E05-97DB4C011FB3,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-20,0,3155,3155,0,0,31-08-20,,,10:46.1,10:46.1,A72C274F-D052-4121-90B1-0409DD35CA64,0
C62A58C5-923E-445B-87E6-3E10B03FF704,AD5F1E23-8261-4676-930D-07C3A10870F2,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-21,0,1995,1995,1,,30-11-21,,,14:35.1,14:35.1,8C8B3525-8A20-4936-B882-5906D6AA7CF0,0
98762FC8-1426-485B-B8D3-3E1343EAC6AD,1090DDB6-F7A0-4049-8FFE-16DF011639AC,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-23,0,919,919,1,239,21-12-23,BOB,,14:55.9,14:55.9,FCD95116-7FE7-487F-99E6-57A40CCEC124,0
CCB95E9C-DDDE-4DB1-8A6A-3E19D40F1AFD,D89FE7FA-F970-4CF3-9E64-0A1D460F4175,AB23F556-57EC-4461-9A63-9975F3B67B50,01-08-21,0,2023,2023,1,,29-09-21,,,29:15.6,29:15.6,DF9D8426-F8D5-4A7C-98DD-1E89BE7CC52C,0
1D2937D1-C0B2-4C74-B2D1-3E1A4F66AA44,5B1821FF-A4DA-40C7-87B6-DB43B7E1F0D8,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-22,0,1928,1928,1,,07-06-22,,,50:06.8,50:06.8,39629D39-8668-4FBB-8B0A-2A4C97E955CF,0
E51CD726-27C7-4FC1-B93D-3E2BE3D33A1A,EEB687EF-A186-4916-8591-3512DEFC43D6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-22,0,2113,2113,1,70055,14-12-22,DNS,,47:25.3,47:25.3,98428972-72FC-4BC1-8B87-0237A0E5C8BE,0
F5DFD6C8-A27E-4D59-A001-3E328587066D,D9FA2F67-C77E-43ED-8275-6ED4DFC023D1,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-21,0,2244,2244,0,,29-12-21,,,38:11.0,38:11.0,15693BC0-0205-4209-98C8-514C0EB6C0BF,0
FCEBD4CF-3A4B-4656-8967-3E3A3BE3F612,26EFCDFA-A066-4B52-AEB4-A5F2EB304D03,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-21,0,1102,1102,1,,25-09-21,,,59:18.1,59:18.1,A7933379-774C-48E0-8AC4-134D27BAD01F,0
4F041413-F4D5-49A0-BDD8-3E3E683690A3,0D72E715-C02C-404C-9324-EE842733298B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-24,0,4115,4115,0,,26-09-24,,,53:25.3,53:25.3,36B47A90-7D8C-4E68-856E-CF77045D23B4,0
D7C47313-3BC6-4CD9-8570-3E43B0863555,E99F9C52-A3E4-4EAE-8D92-A38CEF71D079,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-25,0,2868,2868,0,,27-02-25,,,06:58.8,06:58.8,C47BE42E-DACE-44CE-90D8-C816C73BE67E,0
8880B456-F312-4B38-9169-3E4460229897,E9E34606-F943-4CD8-9A2B-6DD3C72EEBE6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-24,0,984,984,1,,20-12-24,,,14:12.7,14:12.7,8825112E-7147-49A8-8658-118443CA59B0,0
02042424-5145-4D9E-AD8E-3E46DA563E96,129A6141-76DC-4DD0-9C42-B89BC152EC8B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-23,0,2561,2561,1,6060,01-02-23,BOB,,47:56.9,47:56.9,9CDBD9A4-640E-489B-9390-1E9BB9CC7B91,0
C29F032B-D8A3-4A4D-B670-3E4892F07314,47AA05FA-AAF8-4ECA-84FA-B0DD08071406,AB23F556-57EC-4461-9A63-9975F3B67B50,01-08-21,0,1035,1035,0,,29-09-21,,,57:49.3,57:49.3,7090DFA2-34D8-4420-9ABE-BCC70C84F384,0
D4E4258F-830F-4F56-9990-3E4ADE2EFCF0,57F75C20-A909-4DF0-B345-1D4881A56D32,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-25,0,5065,5065,1,,13-03-25,,,02:29.2,02:29.2,0360760E-B3CF-4DAE-AF67-D056D06C61E3,0
0BEB7831-A9DC-4E6C-953D-3E4B480C2B25,6B06784B-7555-4E92-8DD2-168494020CD4,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-23,0,2526,2526,0,,08-06-23,,,46:41.2,46:41.2,E38CA64F-753E-4ECF-BF6C-15C303573F6F,0
47F61571-EEED-4FBF-8788-3E5717E4161A,E9672A4E-5D87-4263-A8DF-38DCFC2198FD,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-20,0,1331,1331,1,10513655983,14-04-20,NA,NA,08:32.7,08:32.7,C1D5C0BB-CD60-479E-955C-D660563FC37C,0
AEF2C405-E359-4480-A11A-3E58D93079AA,3CF9C61C-6B22-4A24-9704-09455F15EBD2,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-21,0,1498,1498,0,,25-06-21,,,50:52.4,50:52.4,1DBB5397-7E26-4E1A-B18B-C842EDA17EB4,0
DD1030FC-FB15-40D6-8B57-3E5C7187390C,9C2A2ADE-57F9-4C32-BBAD-3FD774646EF4,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-21,0,3578,3578,1,230,24-05-21,UBI,,21:11.6,21:11.6,A1F98BC9-9FD3-402C-A00E-204B518C2D05,0
307769D2-9D7D-4B86-91A3-3E6024A83900,72E1D9F1-0304-4952-B3B8-630C12C10658,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-24,0,11177,11177,1,,20-09-24,,,50:32.4,50:32.4,E9E3786A-C6BC-4485-92BC-A8D054CAE075,0
665D9668-73B7-4D70-AC0F-3E65309833AC,51A8A594-86B0-4C5D-A4C2-A40DFD1B19BB,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-23,0,3571,3571,1,737694,08-03-23,CANARA,,02:34.8,02:34.8,7419E232-0F91-43B1-93AE-DB8AE6AF4799,0
F8D88E75-8982-43C2-BD11-3E6BAEC9CE38,DEED19BC-98FC-4E78-90F5-DC6903731296,AB23F556-57EC-4461-9A63-9975F3B67B50,01-08-22,0,3120,3120,1,,07-09-22,,,15:00.1,15:00.1,8AA6F999-49F4-4C94-BDF6-54A5AB0C8339,0
F32328EA-4601-4301-A5BF-3E73D3F6542A,981C2DDE-5541-4A28-855D-83759712E01A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-22,0,835,835,1,5470,19-03-22,BOB,,02:48.5,02:48.5,2D9F2963-9500-4AE6-985C-848AE3BDC806,0
13F8A33A-995E-4CD2-82ED-3E73F0E66F7D,9E82F387-0F76-471C-8DEB-9067976A769B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-08-20,1843,8778,10621,1,81,23-06-20,Bom Mechantile,NA,16:25.2,16:25.2,502B06AA-809F-4B0C-8A3E-6534134380BA,0
B2EA023C-31C4-4E7C-9EEE-3E78CDCAD8ED,A0FFDEE8-CE6D-470A-9726-4340517BF5CE,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-22,1005,1596,2601,1,,18-07-22,,,41:40.6,41:40.6,2923BD0C-8186-46B7-AAB6-224336FCE564,0
E5822BA4-6E41-4BE8-AD2D-3E7AB2AC8987,D60C0921-0DE6-4BC8-8AB1-EE670575273A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-21,0,1633,1633,1,,26-02-21,,,44:42.5,44:42.5,AB421777-B00B-4871-83F0-A7985F79953D,0
4AB7AF17-3907-465D-9464-3E83D205CB7B,8506C776-DCBD-4D73-AC26-E1701676D498,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-24,0,2699,2699,1,,13-09-24,,,40:21.2,40:21.2,930A6D79-CA4A-4FD1-8C5D-926EC0C1A4FB,0
F9F94E89-D723-4C67-A8F9-3E8A898EDC82,1CED60AA-7A43-45DB-B85F-B23AF6D2A185,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-21,0,7192,7192,1,,29-12-21,,,02:54.5,02:54.5,3B7B884E-7421-4B55-BF29-61181395899A,0
A212F954-1A40-4645-A335-3E8C299A605C,4B9573BC-36DF-4C3E-94E0-21E0E272DA5F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-24,0,1392,1392,1,,23-12-24,,,25:35.5,25:35.5,B0E66AC0-4D98-492F-B6E2-7701C23B2FB9,0
9EFAD5E1-2E12-41D1-87A4-3E8F0CF776A7,6B06784B-7555-4E92-8DD2-168494020CD4,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-20,0,2112,2112,0,,26-12-20,,,07:50.8,07:50.8,3F222316-2858-497B-A4DD-2DA035F9F6AA,0
C368A694-0C85-4CBA-BE3F-3E954976A198,8E6063C7-33D8-4F66-93AA-F54DEFEA4E79,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-22,0,2089,2089,0,,01-01-22,,,10:40.8,10:40.8,7BB33320-E20E-4035-8458-F5F9682FA0C0,0
8DBD8CB7-D7E1-41AF-AFC2-3E95FE783520,4D49369B-1ED2-4B55-8F1D-4395329DE2B8,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-22,0,3902,3902,1,2836,21-07-22,HDFC,,50:34.8,50:34.8,C9DDEE53-9AB2-470C-A9CE-BF0F8BD2BEE6,0
0BF98525-A3C2-4609-B2C4-3E99645E7FF4,317BD872-CEDA-4BB2-A31F-8BD256E09766,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-21,0,2256,2256,0,,10-03-21,,,10:37.5,10:37.5,C86F0A85-E484-43F5-98F8-5323E293C1F2,0
BD68E58C-EE85-4246-B0D6-3E9B862F9709,EDFDEACE-2632-44B8-9896-397917190A61,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-22,0,2880,2880,1,187,22-03-22,BOB,,15:08.9,15:08.9,5E1EF384-2314-455B-960A-A1035E9643E2,0
8F9A9CAA-CD44-4BB7-B8B7-3EA101792B6C,94FC61DA-6A57-469C-9FA6-F714FD94ED67,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-21,0,2643,2643,1,,28-07-21,,,09:32.8,09:32.8,B86C56C2-541B-4C3A-8071-587397836D8E,0
5181AF03-3CC0-4D17-9ADD-3EA193F6FA41,0CA693AD-871B-401F-9EA4-DDC690B1B777,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-25,0,2074,2074,1,,22-03-25,,,02:26.3,02:26.3,12701FC9-28B3-44C8-B501-2B0A7EBEBA07,0
4DE14EC0-D10A-4050-81E5-3EA2E2C4FABB,1090DDB6-F7A0-4049-8FFE-16DF011639AC,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-22,0,919,919,1,191,21-12-22,BOB,,05:51.9,05:51.9,F72953D2-483C-4E22-8801-79D72183AF8D,0
771ED35B-52ED-4517-A263-3EA6B25CD629,D157D2D5-CFEB-4DE8-BD11-9A24E6C14FDB,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-22,0,3281,3281,1,5,05-12-22,KOTAK,,47:47.0,47:47.0,9100D6E3-B3CB-42D6-9AFB-7AB7AC1C0CB2,0
609CDA72-83CD-4528-8AE9-3EA80B7E670E,27609EE2-6638-414B-B0CC-14724029BAE9,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-24,0,3093,3093,1,790264,02-02-24,,,23:18.2,23:18.2,341C3D28-306D-40EA-8779-F5D550497209,0
04FA960D-1F70-4C5A-A304-3EAFF372480E,B0A7B49E-B344-4D68-AC26-9E6966D5B852,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-20,0,2514,2514,1,33120813858,26-11-20,,,52:09.2,52:09.2,669AC921-AA69-4B00-B913-5182981037A2,0
0A4A9904-CB2A-4687-8226-3EB49EA56EDB,E198652E-2068-43CE-9A82-F1C0F9411BB2,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-20,0,7617,7617,1,0,16-12-20,,,20:47.2,20:47.2,283960C8-BB9F-42E2-A06C-B400EAECA59D,0
51F37C5D-2B51-4650-B415-3EB90F40D407,1C25260B-2AF1-4D10-81CE-2EDEBD696EE6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-24,0,2347,2347,1,313,31-01-24,HDFC,,44:26.1,44:26.1,4ECC8D1D-1AA8-46B4-8D93-F00CA7DD8236,0
19AD491E-9438-4645-B339-3EB9BCF27E6E,7876977B-5183-42F6-B963-BC289F914D4C,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-20,0,1176,1176,0,249930,25-09-20,UBI,,04:58.9,04:58.9,02A087EE-0C80-4D94-8426-4804953D4AB9,0
